job,marital,education,age,balance,homeowner,loans,ln_default,day,contact,month,duration,campaign,pdays,previous,poutcome,RESP
management,divorced,secondary,47,0,1.0,0.0,0.0,18,cellular,nov,75,2,-1,0,unknown,0
management,married,secondary,50,13931,1.0,0.0,0.0,18,cellular,nov,132,1,-1,0,unknown,0
entrepreneur,married,secondary,35,0,1.0,0.0,0.0,18,cellular,nov,86,1,-1,0,unknown,0
management,married,tertiary,48,2266,0.0,0.0,0.0,18,cellular,nov,676,1,-1,0,unknown,1
technician,single,secondary,33,1769,1.0,0.0,0.0,18,cellular,nov,273,1,182,1,failure,0
management,married,tertiary,46,4301,1.0,1.0,0.0,18,cellular,nov,50,1,183,2,failure,0
retired,married,secondary,59,306,0.0,1.0,0.0,18,cellular,nov,121,1,-1,0,unknown,0
management,married,tertiary,33,0,1.0,0.0,0.0,18,cellular,nov,88,1,-1,0,unknown,0
admin.,divorced,secondary,46,7378,0.0,0.0,0.0,18,cellular,nov,466,1,-1,0,unknown,0
management,divorced,tertiary,52,-723,1.0,1.0,0.0,18,cellular,nov,636,1,-1,0,unknown,0
blue-collar,divorced,primary,45,2702,0.0,0.0,0.0,18,cellular,nov,110,1,-1,0,unknown,0
management,married,tertiary,56,1388,0.0,0.0,0.0,18,cellular,nov,132,1,-1,0,unknown,0
technician,married,secondary,46,68,1.0,1.0,0.0,18,cellular,nov,111,2,155,3,failure,0
admin.,divorced,secondary,36,454,1.0,0.0,0.0,18,cellular,nov,165,1,131,1,failure,0
services,divorced,secondary,50,330,1.0,1.0,0.0,18,cellular,nov,281,1,-1,0,unknown,0
admin.,married,secondary,57,1509,1.0,0.0,0.0,18,cellular,nov,509,1,-1,0,unknown,0
blue-collar,married,secondary,31,225,1.0,0.0,0.0,18,cellular,nov,236,1,-1,0,unknown,0
blue-collar,single,secondary,32,53,1.0,0.0,0.0,18,cellular,nov,276,1,195,1,failure,0
management,single,tertiary,38,1515,1.0,0.0,0.0,18,cellular,nov,134,1,110,5,failure,0
management,married,tertiary,38,1802,0.0,0.0,0.0,18,cellular,nov,74,1,-1,0,unknown,0
housemaid,single,tertiary,37,561,0.0,0.0,0.0,18,cellular,nov,188,1,165,2,failure,0
entrepreneur,married,secondary,59,2429,0.0,1.0,0.0,18,cellular,nov,79,2,182,7,failure,0
management,married,tertiary,34,786,1.0,1.0,0.0,18,cellular,nov,250,1,-1,0,unknown,0
services,divorced,secondary,40,1155,0.0,1.0,0.0,18,cellular,nov,175,1,138,1,failure,0
technician,married,secondary,41,1226,0.0,0.0,0.0,18,cellular,nov,261,1,-1,0,unknown,0
blue-collar,married,primary,59,14,1.0,1.0,0.0,18,cellular,nov,319,2,182,1,failure,0
management,single,tertiary,36,0,0.0,1.0,0.0,18,cellular,nov,300,1,96,4,failure,0
blue-collar,married,secondary,35,153,1.0,0.0,0.0,18,cellular,nov,645,2,-1,0,unknown,0
entrepreneur,married,primary,59,222,0.0,0.0,0.0,18,cellular,nov,97,1,-1,0,unknown,0
management,married,tertiary,56,664,0.0,1.0,0.0,18,cellular,nov,71,1,-1,0,unknown,0
blue-collar,married,primary,51,1194,1.0,0.0,0.0,18,cellular,nov,714,1,186,3,failure,0
management,married,tertiary,48,363,0.0,0.0,0.0,18,cellular,nov,67,1,-1,0,unknown,0
blue-collar,single,secondary,45,91,0.0,1.0,0.0,18,cellular,nov,149,1,127,2,failure,0
management,married,tertiary,42,2819,1.0,0.0,0.0,18,cellular,nov,149,2,-1,0,unknown,0
management,single,tertiary,30,414,0.0,0.0,0.0,18,cellular,nov,635,5,-1,0,unknown,0
entrepreneur,married,tertiary,32,0,1.0,1.0,0.0,18,cellular,nov,95,1,-1,0,unknown,0
entrepreneur,married,unknown,38,259,0.0,0.0,0.0,18,cellular,nov,63,1,-1,0,unknown,0
entrepreneur,married,secondary,44,1442,0.0,0.0,0.0,18,cellular,nov,280,2,-1,0,unknown,0
management,single,tertiary,38,427,1.0,0.0,0.0,18,cellular,nov,253,1,182,1,failure,0
blue-collar,married,primary,37,0,0.0,0.0,0.0,18,cellular,nov,850,2,-1,0,unknown,0
technician,single,secondary,39,4646,1.0,0.0,0.0,18,cellular,nov,486,1,-1,0,unknown,1
management,married,secondary,37,4056,0.0,0.0,0.0,18,cellular,nov,114,1,-1,0,unknown,0
management,married,tertiary,49,-24,0.0,0.0,1.0,18,cellular,nov,132,3,-1,0,unknown,0
management,married,primary,51,108,0.0,0.0,0.0,18,cellular,nov,169,2,-1,0,unknown,0
unemployed,married,secondary,57,1681,0.0,0.0,0.0,18,cellular,nov,226,1,-1,0,unknown,0
technician,single,secondary,31,1062,0.0,0.0,0.0,18,cellular,nov,835,1,-1,0,unknown,0
services,divorced,secondary,37,2152,1.0,0.0,0.0,18,cellular,nov,200,1,-1,0,unknown,0
unemployed,single,secondary,46,836,0.0,0.0,0.0,18,cellular,nov,95,1,-1,0,unknown,0
unemployed,single,secondary,35,3854,1.0,0.0,0.0,18,cellular,nov,132,2,-1,0,unknown,0
admin.,married,secondary,35,4463,0.0,0.0,0.0,18,cellular,nov,90,1,-1,0,unknown,0
technician,single,secondary,34,2729,1.0,0.0,0.0,18,cellular,nov,835,1,-1,0,unknown,1
blue-collar,married,secondary,42,1958,1.0,0.0,0.0,18,cellular,nov,129,1,172,3,failure,0
technician,single,tertiary,30,3,1.0,0.0,0.0,18,cellular,nov,54,1,195,1,failure,0
management,married,tertiary,36,8277,1.0,0.0,0.0,18,cellular,nov,613,1,-1,0,unknown,0
self-employed,married,tertiary,51,146,0.0,0.0,0.0,18,cellular,nov,150,2,126,3,failure,0
management,married,tertiary,37,3770,1.0,0.0,0.0,18,cellular,nov,106,1,110,4,failure,0
services,married,secondary,41,446,1.0,0.0,0.0,18,cellular,nov,296,1,186,1,success,0
management,married,secondary,47,458,0.0,0.0,0.0,18,cellular,nov,66,1,-1,0,unknown,0
admin.,divorced,secondary,33,661,1.0,0.0,0.0,18,cellular,nov,411,1,173,2,other,0
self-employed,single,tertiary,41,0,0.0,0.0,0.0,18,cellular,nov,256,1,-1,0,unknown,0
management,married,tertiary,40,1217,1.0,1.0,0.0,18,cellular,nov,155,1,-1,0,unknown,0
technician,single,secondary,35,7530,0.0,0.0,0.0,18,cellular,nov,117,1,-1,0,unknown,0
retired,married,secondary,58,14412,0.0,0.0,0.0,18,cellular,nov,297,1,-1,0,unknown,0
technician,single,secondary,30,4787,1.0,0.0,0.0,18,cellular,nov,266,1,167,2,failure,0
management,married,tertiary,43,1684,1.0,0.0,0.0,18,cellular,nov,435,4,-1,0,unknown,0
technician,married,secondary,36,1345,1.0,0.0,0.0,18,cellular,nov,82,1,172,3,failure,0
retired,divorced,tertiary,54,349,1.0,0.0,0.0,18,cellular,nov,257,1,-1,0,unknown,0
admin.,married,secondary,43,1375,1.0,0.0,0.0,18,cellular,nov,95,1,-1,0,unknown,0
management,divorced,tertiary,50,0,0.0,0.0,0.0,18,cellular,nov,154,1,-1,0,unknown,0
management,married,tertiary,58,0,1.0,0.0,0.0,18,cellular,nov,265,1,188,1,failure,0
management,married,tertiary,41,97,0.0,0.0,0.0,18,cellular,nov,130,1,-1,0,unknown,0
blue-collar,married,primary,42,2273,1.0,0.0,0.0,18,cellular,nov,253,1,112,2,failure,0
blue-collar,married,secondary,41,1100,1.0,0.0,0.0,18,cellular,nov,397,1,173,2,failure,0
technician,married,secondary,43,764,1.0,0.0,0.0,18,cellular,nov,164,5,127,5,failure,0
admin.,married,secondary,49,1323,1.0,0.0,0.0,18,cellular,nov,84,1,-1,0,unknown,0
entrepreneur,married,secondary,41,8491,1.0,0.0,0.0,18,cellular,nov,929,1,-1,0,unknown,1
management,single,tertiary,34,1494,1.0,0.0,0.0,18,cellular,nov,596,1,182,1,other,1
services,married,secondary,48,2877,1.0,0.0,0.0,18,cellular,nov,77,1,168,1,failure,0
technician,single,primary,53,481,0.0,0.0,0.0,18,cellular,nov,399,1,-1,0,unknown,0
admin.,single,secondary,31,482,1.0,0.0,0.0,18,cellular,nov,183,1,-1,0,unknown,0
management,married,tertiary,49,1050,1.0,0.0,0.0,18,cellular,nov,924,1,-1,0,unknown,1
technician,single,secondary,30,-305,0.0,1.0,1.0,18,cellular,nov,37,1,96,6,failure,0
blue-collar,married,primary,53,53,1.0,0.0,0.0,18,cellular,nov,198,1,-1,0,unknown,0
blue-collar,married,secondary,37,1205,1.0,0.0,0.0,18,cellular,nov,99,1,-1,0,unknown,0
blue-collar,married,primary,35,2732,1.0,0.0,0.0,18,unknown,nov,254,1,-1,0,unknown,0
management,married,tertiary,32,258,1.0,1.0,0.0,18,cellular,nov,197,1,-1,0,unknown,0
management,married,tertiary,36,51,1.0,0.0,0.0,18,cellular,nov,464,1,-1,0,unknown,0
entrepreneur,married,primary,49,6188,0.0,0.0,0.0,18,cellular,nov,453,1,-1,0,unknown,1
self-employed,divorced,tertiary,37,353,1.0,1.0,1.0,18,cellular,nov,134,1,-1,0,unknown,0
admin.,single,tertiary,30,371,0.0,0.0,0.0,18,cellular,nov,170,1,-1,0,unknown,0
technician,married,tertiary,31,26,0.0,1.0,0.0,18,cellular,nov,419,1,127,6,other,1
management,single,tertiary,41,275,1.0,0.0,0.0,18,cellular,nov,82,2,-1,0,unknown,0
unemployed,divorced,secondary,52,4,0.0,1.0,0.0,18,unknown,nov,248,1,-1,0,unknown,0
management,married,tertiary,44,318,0.0,0.0,0.0,18,cellular,nov,638,2,-1,0,unknown,0
technician,single,secondary,43,685,1.0,0.0,1.0,18,cellular,nov,78,1,110,2,failure,0
admin.,single,secondary,34,10,0.0,1.0,0.0,18,cellular,nov,162,1,173,3,failure,0
management,married,primary,56,-346,0.0,1.0,0.0,18,cellular,nov,84,1,-1,0,unknown,0
management,married,tertiary,35,1041,0.0,0.0,0.0,18,cellular,nov,586,1,120,3,other,0
admin.,single,secondary,36,1927,1.0,0.0,0.0,18,cellular,nov,288,1,137,1,other,0
entrepreneur,married,primary,51,512,0.0,0.0,0.0,18,cellular,nov,328,1,-1,0,unknown,0
technician,divorced,secondary,51,131,1.0,0.0,0.0,18,cellular,nov,193,1,-1,0,unknown,0
management,married,primary,44,1880,1.0,0.0,0.0,18,cellular,nov,34,1,124,6,failure,0
technician,divorced,secondary,45,5862,1.0,0.0,0.0,18,cellular,nov,352,1,110,3,other,0
entrepreneur,divorced,tertiary,49,1342,1.0,1.0,0.0,18,cellular,nov,89,1,-1,0,unknown,0
blue-collar,married,secondary,36,342,1.0,0.0,0.0,18,cellular,nov,305,1,-1,0,unknown,0
management,married,primary,58,1021,0.0,0.0,0.0,18,unknown,nov,205,1,-1,0,unknown,0
unemployed,divorced,secondary,45,728,1.0,1.0,0.0,18,cellular,nov,107,1,-1,0,unknown,0
admin.,married,secondary,35,0,1.0,1.0,1.0,18,cellular,nov,17,1,-1,0,unknown,0
management,married,tertiary,36,0,1.0,0.0,0.0,18,cellular,nov,103,1,175,2,failure,0
blue-collar,married,secondary,33,596,1.0,0.0,0.0,18,cellular,nov,77,1,127,3,failure,0
management,married,tertiary,36,1100,1.0,0.0,0.0,18,cellular,nov,93,1,-1,0,unknown,0
retired,divorced,secondary,58,63,0.0,0.0,0.0,18,cellular,nov,509,1,-1,0,unknown,0
technician,married,tertiary,39,4313,1.0,0.0,0.0,18,unknown,nov,272,2,-1,0,unknown,0
admin.,married,secondary,47,829,1.0,1.0,0.0,18,cellular,nov,48,1,188,1,failure,0
blue-collar,married,secondary,47,3237,1.0,0.0,0.0,18,cellular,nov,38,1,187,3,failure,0
technician,married,secondary,35,222,1.0,0.0,0.0,18,cellular,nov,233,1,190,6,failure,0
technician,married,secondary,40,5811,1.0,0.0,0.0,18,cellular,nov,172,1,-1,0,unknown,0
self-employed,divorced,tertiary,52,10653,1.0,0.0,0.0,18,cellular,nov,336,1,-1,0,unknown,0
management,married,tertiary,40,3185,0.0,0.0,0.0,18,cellular,nov,109,1,-1,0,unknown,0
technician,married,tertiary,34,178,1.0,0.0,0.0,18,cellular,nov,85,1,-1,0,unknown,0
management,single,tertiary,42,130,1.0,1.0,1.0,18,cellular,nov,112,1,-1,0,unknown,0
entrepreneur,married,tertiary,52,54,1.0,1.0,0.0,18,telephone,nov,103,1,-1,0,unknown,0
entrepreneur,divorced,secondary,32,-934,1.0,0.0,0.0,18,cellular,nov,50,1,-1,0,unknown,0
admin.,married,secondary,39,3732,1.0,0.0,0.0,18,cellular,nov,515,1,181,2,failure,0
self-employed,married,tertiary,39,585,1.0,0.0,0.0,18,cellular,nov,48,1,181,3,failure,0
admin.,married,tertiary,34,3520,0.0,0.0,0.0,18,cellular,nov,95,1,-1,0,unknown,0
management,married,tertiary,31,0,1.0,0.0,0.0,18,cellular,nov,47,1,-1,0,unknown,0
self-employed,married,tertiary,58,2596,0.0,0.0,0.0,18,telephone,nov,15,2,-1,0,unknown,0
technician,married,tertiary,48,0,0.0,1.0,0.0,18,cellular,nov,106,1,-1,0,unknown,0
services,married,primary,50,2603,0.0,0.0,0.0,18,cellular,nov,114,1,-1,0,unknown,0
management,married,tertiary,41,0,1.0,0.0,0.0,18,cellular,nov,897,3,-1,0,unknown,1
retired,divorced,primary,55,1174,1.0,0.0,0.0,18,cellular,nov,245,1,-1,0,unknown,0
retired,single,tertiary,57,0,0.0,0.0,0.0,18,cellular,nov,300,1,-1,0,unknown,0
management,married,secondary,46,0,0.0,0.0,0.0,18,cellular,nov,1855,1,-1,0,unknown,1
management,married,secondary,43,2115,1.0,0.0,0.0,18,cellular,nov,102,1,-1,0,unknown,0
blue-collar,divorced,secondary,40,701,0.0,0.0,0.0,18,unknown,nov,159,1,-1,0,unknown,0
services,single,secondary,31,2038,1.0,0.0,0.0,18,cellular,nov,239,1,182,1,failure,0
entrepreneur,divorced,tertiary,50,541,0.0,0.0,0.0,18,cellular,nov,204,1,-1,0,unknown,0
technician,married,tertiary,51,7338,0.0,0.0,0.0,18,cellular,nov,82,1,-1,0,unknown,0
unemployed,single,tertiary,37,1316,1.0,0.0,0.0,18,cellular,nov,389,1,172,2,failure,0
technician,married,secondary,50,-353,1.0,1.0,0.0,18,cellular,nov,162,1,175,2,failure,0
management,divorced,tertiary,39,5009,1.0,0.0,0.0,18,cellular,nov,255,1,126,2,failure,0
admin.,divorced,secondary,31,93,1.0,0.0,0.0,18,cellular,nov,417,1,-1,0,unknown,0
unemployed,married,secondary,31,20,0.0,0.0,0.0,18,telephone,nov,52,1,-1,0,unknown,0
management,married,tertiary,49,0,1.0,0.0,0.0,18,cellular,nov,102,1,-1,0,unknown,0
self-employed,divorced,secondary,51,7848,0.0,0.0,0.0,18,cellular,nov,59,1,-1,0,unknown,0
admin.,divorced,secondary,56,0,0.0,0.0,0.0,18,cellular,nov,100,1,154,2,failure,0
technician,married,secondary,51,532,1.0,1.0,0.0,18,cellular,nov,346,1,-1,0,unknown,0
blue-collar,married,primary,36,871,1.0,1.0,0.0,18,telephone,nov,2,1,-1,0,unknown,0
entrepreneur,single,tertiary,34,1709,0.0,1.0,1.0,18,cellular,nov,288,1,-1,0,unknown,0
technician,married,secondary,52,2619,1.0,0.0,0.0,18,cellular,nov,77,2,-1,0,unknown,0
technician,single,secondary,34,18777,1.0,0.0,0.0,18,cellular,nov,535,1,-1,0,unknown,0
management,divorced,tertiary,54,2171,1.0,1.0,0.0,18,telephone,nov,1034,1,-1,0,unknown,1
admin.,divorced,secondary,30,83,1.0,1.0,0.0,18,cellular,nov,118,2,196,1,failure,0
management,married,tertiary,36,871,0.0,0.0,0.0,18,cellular,nov,170,1,-1,0,unknown,0
management,married,tertiary,55,5010,0.0,0.0,0.0,18,cellular,nov,530,1,-1,0,unknown,0
entrepreneur,married,unknown,53,19850,0.0,0.0,0.0,18,cellular,nov,52,1,165,1,failure,0
management,married,secondary,46,430,1.0,0.0,0.0,18,cellular,nov,91,1,-1,0,unknown,0
blue-collar,married,primary,45,147,1.0,0.0,0.0,18,cellular,nov,226,1,168,2,failure,0
services,married,primary,50,1260,0.0,0.0,0.0,18,cellular,nov,172,1,-1,0,unknown,0
technician,divorced,secondary,46,-1361,1.0,1.0,1.0,18,cellular,nov,78,1,-1,0,unknown,0
blue-collar,married,secondary,57,649,1.0,0.0,0.0,18,cellular,nov,122,1,-1,0,unknown,0
management,married,tertiary,53,800,0.0,0.0,0.0,18,cellular,nov,90,1,-1,0,unknown,0
management,married,tertiary,38,595,1.0,0.0,0.0,18,cellular,nov,70,1,-1,0,unknown,0
entrepreneur,married,tertiary,47,0,0.0,0.0,0.0,18,telephone,nov,103,2,-1,0,unknown,0
management,married,tertiary,56,15520,0.0,0.0,0.0,18,cellular,nov,420,1,-1,0,unknown,0
services,single,tertiary,33,0,1.0,0.0,0.0,18,cellular,nov,199,1,-1,0,unknown,0
blue-collar,married,secondary,33,157,1.0,0.0,0.0,18,cellular,nov,110,1,182,1,failure,0
technician,married,secondary,45,3395,1.0,0.0,0.0,18,cellular,nov,92,1,188,1,failure,0
housemaid,married,primary,39,694,1.0,1.0,0.0,18,cellular,nov,91,1,168,2,other,0
services,married,secondary,38,706,0.0,0.0,0.0,18,cellular,nov,206,2,-1,0,unknown,0
blue-collar,divorced,primary,39,3970,1.0,0.0,0.0,18,cellular,nov,56,1,-1,0,unknown,0
services,single,secondary,31,32,0.0,0.0,0.0,18,unknown,nov,190,4,-1,0,unknown,0
admin.,divorced,secondary,34,1186,1.0,1.0,0.0,18,cellular,nov,131,1,-1,0,unknown,0
admin.,married,secondary,34,45,1.0,0.0,0.0,18,cellular,nov,79,1,-1,0,unknown,0
blue-collar,single,primary,39,267,0.0,0.0,0.0,18,cellular,nov,322,1,-1,0,unknown,0
blue-collar,single,secondary,37,690,1.0,0.0,0.0,18,cellular,nov,105,1,179,2,failure,0
services,divorced,secondary,33,1529,1.0,0.0,0.0,18,telephone,nov,41,1,-1,0,unknown,0
services,single,secondary,37,54,1.0,0.0,0.0,18,cellular,nov,328,2,131,1,failure,0
technician,single,tertiary,33,179,1.0,0.0,0.0,18,cellular,nov,432,2,181,4,other,0
housemaid,married,primary,31,2603,1.0,0.0,0.0,18,cellular,nov,224,1,-1,0,unknown,0
services,married,secondary,33,1330,1.0,0.0,0.0,18,cellular,nov,245,1,-1,0,unknown,0
technician,single,secondary,46,1758,1.0,0.0,0.0,18,cellular,nov,109,1,-1,0,unknown,0
services,single,secondary,40,326,1.0,0.0,0.0,18,cellular,nov,124,1,175,1,failure,0
technician,married,secondary,45,1441,1.0,0.0,0.0,18,cellular,nov,93,1,113,2,other,0
retired,single,tertiary,51,730,1.0,0.0,0.0,18,unknown,nov,287,2,-1,0,unknown,0
management,married,tertiary,31,271,0.0,0.0,0.0,18,cellular,nov,89,1,-1,0,unknown,0
technician,married,secondary,36,24,1.0,0.0,0.0,18,cellular,nov,59,1,-1,0,unknown,0
technician,married,secondary,39,484,0.0,1.0,0.0,18,cellular,nov,61,1,113,3,other,0
admin.,married,secondary,47,12845,1.0,0.0,0.0,18,unknown,nov,117,1,-1,0,unknown,0
blue-collar,married,secondary,38,-288,1.0,1.0,0.0,18,cellular,nov,68,1,165,2,failure,0
services,single,secondary,30,1510,1.0,0.0,0.0,18,cellular,nov,191,1,-1,0,unknown,0
management,married,tertiary,55,16786,0.0,0.0,0.0,18,cellular,nov,90,1,-1,0,unknown,0
management,single,tertiary,32,135,1.0,1.0,0.0,18,cellular,nov,67,1,-1,0,unknown,0
technician,single,secondary,40,159,1.0,0.0,0.0,18,unknown,nov,37,1,-1,0,unknown,0
retired,married,tertiary,59,538,0.0,0.0,0.0,18,cellular,nov,48,2,-1,0,unknown,0
blue-collar,married,secondary,51,0,0.0,0.0,0.0,18,cellular,nov,73,1,-1,0,unknown,0
services,single,secondary,32,936,1.0,0.0,0.0,18,cellular,nov,61,1,-1,0,unknown,0
technician,married,secondary,41,2123,0.0,0.0,0.0,18,cellular,nov,232,1,102,2,failure,0
blue-collar,divorced,primary,50,155,1.0,1.0,0.0,18,cellular,nov,58,1,-1,0,unknown,0
self-employed,married,tertiary,49,8142,0.0,0.0,0.0,18,telephone,nov,500,1,-1,0,unknown,0
technician,married,secondary,44,1901,0.0,0.0,0.0,18,cellular,nov,143,3,104,2,failure,0
management,divorced,tertiary,44,3340,0.0,0.0,0.0,18,unknown,nov,251,1,-1,0,unknown,0
technician,married,secondary,50,232,0.0,0.0,0.0,18,cellular,nov,90,1,-1,0,unknown,0
blue-collar,married,secondary,41,1954,0.0,0.0,0.0,18,cellular,nov,65,1,110,2,success,0
management,divorced,secondary,36,1655,1.0,0.0,0.0,18,cellular,nov,155,2,-1,0,unknown,0
management,single,tertiary,30,2995,1.0,0.0,0.0,18,cellular,nov,329,1,-1,0,unknown,0
management,married,tertiary,38,193,0.0,0.0,0.0,18,cellular,nov,191,1,-1,0,unknown,0
management,divorced,tertiary,35,2287,0.0,0.0,0.0,18,cellular,nov,130,3,-1,0,unknown,0
entrepreneur,divorced,tertiary,31,0,1.0,0.0,0.0,18,cellular,nov,164,1,-1,0,unknown,0
blue-collar,married,secondary,44,2455,1.0,0.0,0.0,18,telephone,nov,18,1,-1,0,unknown,0
blue-collar,married,primary,46,771,1.0,0.0,0.0,18,cellular,nov,708,1,-1,0,unknown,0
management,single,tertiary,45,16,0.0,0.0,0.0,18,cellular,nov,100,1,110,2,failure,0
technician,single,secondary,55,2043,1.0,0.0,0.0,18,cellular,nov,655,1,-1,0,unknown,0
blue-collar,married,secondary,45,1678,1.0,0.0,0.0,18,unknown,nov,187,1,154,1,failure,0
unemployed,married,secondary,47,0,0.0,0.0,1.0,18,cellular,nov,81,2,-1,0,unknown,0
management,married,tertiary,36,6172,1.0,1.0,0.0,18,cellular,nov,126,2,-1,0,unknown,0
blue-collar,married,primary,35,2878,1.0,0.0,0.0,18,cellular,nov,140,2,-1,0,unknown,0
unemployed,married,secondary,46,16397,0.0,0.0,0.0,18,cellular,nov,641,1,-1,0,unknown,0
blue-collar,married,secondary,34,233,1.0,0.0,0.0,18,cellular,nov,98,1,-1,0,unknown,0
unemployed,married,tertiary,30,0,1.0,0.0,0.0,18,cellular,nov,756,1,-1,0,unknown,0
entrepreneur,married,tertiary,32,11591,1.0,0.0,0.0,18,cellular,nov,43,1,-1,0,unknown,0
management,divorced,tertiary,34,5754,1.0,0.0,0.0,18,cellular,nov,32,1,181,1,failure,0
management,divorced,tertiary,55,0,0.0,0.0,0.0,18,cellular,nov,120,2,-1,0,unknown,0
management,married,tertiary,53,8563,1.0,0.0,0.0,18,cellular,nov,69,1,-1,0,unknown,0
admin.,divorced,secondary,52,2717,0.0,0.0,0.0,18,telephone,nov,114,1,162,2,failure,0
entrepreneur,single,primary,43,103,1.0,0.0,0.0,18,cellular,nov,53,1,183,5,failure,0
management,married,primary,37,5427,0.0,0.0,0.0,18,cellular,nov,201,1,159,1,failure,0
management,married,secondary,39,1007,1.0,0.0,0.0,18,cellular,nov,281,1,-1,0,unknown,0
management,married,tertiary,44,3603,1.0,0.0,0.0,18,cellular,nov,198,1,-1,0,unknown,0
technician,married,tertiary,38,3234,0.0,0.0,0.0,18,cellular,nov,578,2,-1,0,unknown,1
services,single,secondary,32,48,1.0,1.0,0.0,18,cellular,nov,132,1,-1,0,unknown,0
management,single,tertiary,37,1743,1.0,0.0,0.0,18,cellular,nov,192,1,113,2,failure,0
management,married,secondary,35,53,1.0,0.0,0.0,18,cellular,nov,378,1,-1,0,unknown,0
services,single,secondary,35,0,0.0,0.0,0.0,18,cellular,nov,339,1,-1,0,unknown,0
blue-collar,married,secondary,31,5345,1.0,0.0,0.0,18,cellular,nov,260,1,-1,0,unknown,0
self-employed,divorced,tertiary,33,454,0.0,1.0,0.0,18,cellular,nov,134,1,-1,0,unknown,0
blue-collar,married,primary,39,111,0.0,0.0,0.0,18,cellular,nov,201,2,-1,0,unknown,0
technician,married,secondary,43,17655,1.0,0.0,0.0,18,cellular,nov,31,1,-1,0,unknown,0
blue-collar,married,primary,48,1092,0.0,1.0,0.0,18,cellular,nov,79,1,172,8,failure,0
admin.,married,tertiary,33,46,1.0,0.0,0.0,18,cellular,nov,95,1,-1,0,unknown,0
technician,single,secondary,58,8600,1.0,0.0,0.0,18,cellular,nov,61,1,-1,0,unknown,0
blue-collar,married,primary,50,5776,0.0,0.0,0.0,18,cellular,nov,49,3,-1,0,unknown,0
self-employed,married,tertiary,45,-312,0.0,0.0,0.0,18,telephone,nov,46,4,-1,0,unknown,0
services,married,primary,36,413,1.0,0.0,0.0,18,telephone,nov,84,1,-1,0,unknown,0
entrepreneur,married,primary,33,82,1.0,0.0,0.0,18,cellular,nov,63,2,-1,0,unknown,0
blue-collar,divorced,primary,43,515,1.0,0.0,0.0,18,cellular,nov,182,1,-1,0,unknown,0
management,married,tertiary,51,5343,0.0,0.0,0.0,18,cellular,nov,54,1,-1,0,unknown,0
self-employed,divorced,tertiary,36,149,0.0,0.0,0.0,18,cellular,nov,257,2,-1,0,unknown,0
management,married,tertiary,35,4943,1.0,0.0,0.0,18,cellular,nov,295,1,124,2,failure,0
