time,tweets,role
6/16/2017 8:31, RT @seanhannity: #Hannity Starts in 30 minutes with @newtgingrich and my monologue on the Deep State’s allies in the media [Twitter for iPhone] link,president
6/12/2017 5:55, Ivanka on @foxandfriends now! [Twitter for iPhone] link,president
6/11/2017 9:09, RT @foxandfriends: .@GeraldoRivera: Chances of impeachment went from 3% to 0% with Comey's testimony https://t.co/kfeXKdpJGe [Twitter for iPhone] link,president
6/11/2017 9:07," RT @foxandfriends: ""Yesterday's hearings provided zero evidence of collusion between our campaign and the Russians because there wasn't any… [Twitter for iPhone] link",president
6/11/2017 9:02," My daughter, Ivanka, will be on @foxandfriends tomorrow morning. Enjoy! [Twitter for iPhone] link",president
6/9/2017 5:54, Great reporting by @foxandfriends and so many others. Thank you! [Twitter for iPhone] link,president
6/6/2017 7:15," Sorry folks, but if I would have relied on the Fake News of CNN, NBC, ABC, CBS, washpost or nytimes, I would have had ZERO chance winning WH [Twitter for iPhone] link",president
6/6/2017 7:15," Sorry folks, but if I would have relied on the Fake News of CNN, NBC, ABC, CBS, washpost or nytimes, I would have had ZERO chance winning WH [Twitter for iPhone] link",president
6/6/2017 5:43," RT @foxandfriends: FOX NEWS ALERT: ISIS claims responsibility for hostage siege in Melbourne, Australia that killed 1 person and injured 3… [Twitter for iPhone] link",president
6/6/2017 5:41, RT @foxandfriends: Sen. Ted Cruz: Trump's air traffic control plan is a 'win-win' for Democrats and Republicans https://t.co/TsggUEfOO2 [Twitter for iPhone] link,president
6/5/2017 8:35," .@foxandfriends Dems are taking forever to approve my people, including Ambassadors. They are nothing but OBSTRUCTIONISTS! Want approvals. [Twitter for iPhone] link",president
6/2/2017 5:35, RT @HeyTammyBruce: Coming up at 720a ET on @foxandfriends! See you there! ???? #maga [Twitter for iPhone] link,president
6/2/2017 5:08, RT @foxandfriends: Wall Street hits record highs after Trump pulls out of Climate pact https://t.co/PDmwj13Lus [Twitter for iPhone] link,president
5/30/2017 9:01," RT @foxandfriends: Jared Kushner didn't suggest Russian communications channel in meeting, source says https://t.co/nF6bM1FEt1 [Twitter for iPhone] link",president
5/13/2017 12:54, Will be interviewed by @JudgeJeanine on @FoxNews at 9:00 P.M. (Saturday night). Enjoy! [Twitter for iPhone] link,president
5/10/2017 7:57, The Roger Stone report on @CNN is false - Fake News. Have not spoken to Roger in a long time - had nothing to do with my decision. [Twitter for iPhone] link,president
5/7/2017 6:17," RT @FoxNews: .@POTUS: ""I'm not against the media. I'm against the FAKE media."" #CashinIn https://t.co/F7mBIj7iVL [Twitter for iPhone] link",president
5/4/2017 6:09," RT @foxandfriends: President Trump to sign an executive order on religious liberty today, the National Day of Prayer | @kevincorke https://… [Twitter for iPhone] link",president
5/4/2017 6:07, Congratulations to @foxandfriends on its unbelievable ratings hike. [Twitter for iPhone] link,president
4/28/2017 9:34, RT @foxnation: . @TuckerCarlson : #Dems Don't Really Believe #Trump Is a Pawn of #Russia - That's Just Their Political Tool https://t.co/K… [Twitter for iPhone] link,president
4/28/2017 7:12," RT @foxandfriends: Former President Obama's $400K Wall Street speech stuns liberal base; Sen. Warren saying she ""was troubled by that"" http… [Twitter for iPhone] link",president
4/28/2017 5:31, I will be interviewed by @MarthaMaccallum on @FoxNews tonight at 7pm. Enjoy! [Twitter for iPhone] link,president
4/23/2017 9:07," Thank you Lake Worth, Florida. @foxandfriends [Twitter for iPhone] link",president
4/22/2017 10:18, RT @foxandfriends: Israeli,president
4/22/2017 10:18," RT @foxandfriends: Chicago approves new plan to hide illegal immigrants from the feds, plus give them access to city services https://t.co/… [Twitter for iPhone] link",president
4/21/2017 5:11, RT @foxandfriends: NYT editor apologizes for misleading tweet about New England Patriots' visit to the White House (via @FoxFriendsFirst) h… [Twitter for iPhone] link,president
4/20/2017 8:48," Failing @nytimes, which has been calling me wrong for two years, just got caught in a big lie concerning New England Patriots visit to W.H. [Twitter for iPhone] link",president
4/18/2017 4:48, I will be interviewed on @foxandfriends by @ainsleyearhardt starting at 6:00 A.M. Enjoy! [Twitter for iPhone] link,president
4/17/2017 7:07," ""The first 90 days of my presidency has exposed the total failure of the last eight years of foreign policy!"" So true. @foxandfriends [Twitter for iPhone] link",president
4/11/2017 10:16, I will be interviewed by @MariaBartiromo at 6:00 A.M. @FoxBusiness. Enjoy! [Twitter for iPhone] link,president
4/11/2017 6:48, RT @foxnation: Grateful Syrians React To @realDonaldTrump Strike: 'I'll Name My Son Donald' https://t.co/7KexXsXLUx #SyrianStrikes [Twitter for iPhone] link,president
4/3/2017 7:51," .@FoxNews from multiple sources: ""There was electronic surveillance of Trump, and people close to Trump. This is unprecedented."" @FBI [Twitter for iPhone] link",president
4/3/2017 5:15," Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. ""Spied on before nomination."" The real story. [Twitter for iPhone] link",president
4/1/2017 11:50," Wow, @FoxNews just reporting big news. Source: ""Official behind unmasking is high up. Known Intel official is responsible. Some unmasked.... [Twitter for iPhone] link",president
4/1/2017 10:59," The failing @nytimes finally gets it - ""In places where no insurance company offers plans, there will be no way for ObamaCare customers to.. [Twitter for iPhone] link",president
3/30/2017 9:27, The failing @nytimes has disgraced the media world. Gotten me wrong for two solid years. Change libel laws? https://t.co/QIqLgvYLLi [Twitter for iPhone] link,president
3/29/2017 7:01," Remember when the failing @nytimes apologized to its subscribers, right after the election, because their coverage was so wrong. Now worse! [Twitter for iPhone] link",president
3/28/2017 10:26, The failing @NYTimes would do much better if they were honest! https://t.co/ATy8R3knS2 [Twitter for iPhone] link,president
3/28/2017 6:16, Watch @foxandfriends now on Podesta and Russia! [Twitter for iPhone] link,president
3/28/2017 5:41, Why doesn't Fake News talk about Podesta ties to Russia as covered by @FoxNews or money from Russia to Clinton - sale of Uranium? [Twitter for iPhone] link,president
3/25/2017 9:41, Watch @JudgeJeanine on @FoxNews tonight at 9:00 P.M. [Twitter for Android] link,president
3/20/2017 7:35, Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox [Twitter for iPhone] link,president
3/17/2017 7:34," RT @foxandfriends: FOX NEWS ALERT: Jihadis using religious visa to enter US, experts warn (via @FoxFriendsFirst) https://t.co/pwXeR9OMQC [Twitter for iPhone] link",president
3/17/2017 7:30, RT @foxandfriends: VIDEO: Rep. Scalise — GOP agrees on over 85 percent of health care bill https://t.co/05dtfjAUbx [Twitter for iPhone] link,president
3/17/2017 7:20, RT @FoxNews: Jobs created in February. https://t.co/sOaMDxxTA8 [Twitter for iPhone] link,president
3/15/2017 3:55, I will be interviewed by @TuckerCarlson tonight at 9:00 P.M. on @FoxNews. Enjoy! [Twitter for iPhone] link,president
3/10/2017 8:32," RT @foxandfriends: ""Never give up....that's the worst thing you could do. There's always a chance."" -Kyle Coddington's message to those als… [Twitter for iPhone] link",president
3/9/2017 8:13, RT @foxnation: .@realDonaldTrump's First Full Month in Office Sees Biggest Jobs Gain 'In Years': Report: https://t.co/rx4bgI1MWK [Twitter for iPhone] link,president
3/7/2017 8:41," Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 & 3 of healthcare rollout. @foxandfriends [Twitter for Android] link",president
3/7/2017 8:13," For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends [Twitter for Android] link",president
3/5/2017 6:40," Who was it that secretly said to Russian President, ""Tell Vladimir that after the election I'll have more flexibility?"" @foxandfriends [Twitter for Android] link",president
3/3/2017 7:00," Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! @foxandfriends [Twitter for Android] link",president
2/27/2017 9:43, I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy! [Twitter for Android] link,president
2/26/2017 6:42, For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately & fairly! [Twitter for Android] link,president
2/24/2017 10:09, FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad! [Twitter for Android] link,president
2/24/2017 10:09, FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad! [Twitter for Android] link,president
2/19/2017 4:57, My statement as to what's happening in Sweden was in reference to a story that was broadcast on @FoxNews concerning immigrants & Sweden. [Twitter for Android] link,president
2/17/2017 4:48," The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy of the American People! [Twitter for Android] link",president
2/17/2017 4:48," The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy of the American People! [Twitter for Android] link",president
2/17/2017 4:32," The FAKE NEWS media (failing @nytimes, @CNN, @NBCNews and many more) is not my enemy, it is the enemy of the American people. SICK! [Twitter for Android] link",president
2/17/2017 4:32," The FAKE NEWS media (failing @nytimes, @CNN, @NBCNews and many more) is not my enemy, it is the enemy of the American people. SICK! [Twitter for Android] link",president
2/16/2017 6:58," Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing @nytimes (and others) must apologize! [Twitter for Android] link",president
2/15/2017 7:19, Information is being illegally given to the failing @nytimes & @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia [Twitter for Android] link,president
2/15/2017 6:40, The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC & @CNN are unwatchable. @foxandfriends is great! [Twitter for Android] link,president
2/15/2017 6:40, The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC & @CNN are unwatchable. @foxandfriends is great! [Twitter for Android] link,president
2/12/2017 7:14," While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties! [Twitter for Android] link",president
2/10/2017 8:35," The failing @nytimes does major FAKE NEWS China story saying ""Mr.Xi has not spoken to Mr. Trump since Nov.14."" We spoke at length yesterday! [Twitter for Android] link",president
2/6/2017 11:32," The failing @nytimes writes total fiction concerning me. They have gotten it wrong for two years, and now are making up stories & sources! [Twitter for Android] link",president
2/6/2017 9:33, The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse! [Twitter for Android] link,president
2/6/2017 7:01," Any negative polls are fake news, just like the CNN, ABC, NBC polls in the election. Sorry, people want border security and extreme vetting. [Twitter for Android] link",president
2/4/2017 8:39," After being forced to apologize for its bad and inaccurate coverage of me after winning the election, the FAKE NEWS @nytimes is still lost! [Twitter for Android] link",president
1/29/2017 8:00, Somebody with aptitude and conviction should buy the FAKE NEWS and failing @nytimes and either run it correctly or let it fold with dignity! [Twitter for Android] link,president
